document_id,cleaned_text,sentiment
1179,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1180,良い,0
1181,pareil quand jétai jeun,0
1182,相当なスキルを持った商品ですモチベーション上がりました,0
1183,love fact fragranc free doesnt dri skin,1
1184,gift,1
1185,time classic,1
1186,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1187,good valu product thought would produc bubbl,1
1188,work great love scentless use cap half make perfect amount bubbl,1
1189,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1190,month old love good bubbl bath perfect gentl skin,1
1191,blast past child bubbl bath bring great joy still around love,0
1192,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1193,良い,0
1194,pareil quand jétai jeun,0
1195,相当なスキルを持った商品ですモチベーション上がりました,0
1196,love fact fragranc free doesnt dri skin,1
1197,gift,1
1198,time classic,1
1199,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1200,good valu product thought would produc bubbl,1
1201,work great love scentless use cap half make perfect amount bubbl,1
1202,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1203,month old love good bubbl bath perfect gentl skin,1
1204,blast past child bubbl bath bring great joy still around love,0
1205,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1206,良い,0
1207,pareil quand jétai jeun,0
1208,相当なスキルを持った商品ですモチベーション上がりました,0
1209,love fact fragranc free doesnt dri skin,1
1210,gift,1
1211,time classic,1
1212,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1213,good valu product thought would produc bubbl,1
1214,work great love scentless use cap half make perfect amount bubbl,1
1215,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1216,month old love good bubbl bath perfect gentl skin,1
1217,blast past child bubbl bath bring great joy still around love,0
1218,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1219,良い,0
1220,pareil quand jétai jeun,0
1221,相当なスキルを持った商品ですモチベーション上がりました,0
1222,love fact fragranc free doesnt dri skin,1
1223,gift,1
1224,time classic,1
1225,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1226,good valu product thought would produc bubbl,1
1227,work great love scentless use cap half make perfect amount bubbl,1
1228,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1229,month old love good bubbl bath perfect gentl skin,1
1230,blast past child bubbl bath bring great joy still around love,0
1231,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1232,良い,0
1233,pareil quand jétai jeun,0
1234,相当なスキルを持った商品ですモチベーション上がりました,0
1235,love fact fragranc free doesnt dri skin,1
1236,gift,1
1237,time classic,1
1238,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1239,good valu product thought would produc bubbl,1
1240,work great love scentless use cap half make perfect amount bubbl,1
1241,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1242,month old love good bubbl bath perfect gentl skin,1
1243,blast past child bubbl bath bring great joy still around love,0
1244,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1245,良い,0
1246,pareil quand jétai jeun,0
1247,相当なスキルを持った商品ですモチベーション上がりました,0
1248,love fact fragranc free doesnt dri skin,1
1249,gift,1
1250,time classic,1
1251,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1252,good valu product thought would produc bubbl,1
1253,work great love scentless use cap half make perfect amount bubbl,1
1254,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1255,month old love good bubbl bath perfect gentl skin,1
1256,blast past child bubbl bath bring great joy still around love,0
1257,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1258,良い,0
1259,pareil quand jétai jeun,0
1260,相当なスキルを持った商品ですモチベーション上がりました,0
1261,love fact fragranc free doesnt dri skin,1
1262,gift,1
1263,time classic,1
1264,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1265,good valu product thought would produc bubbl,1
1266,work great love scentless use cap half make perfect amount bubbl,1
1267,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1268,month old love good bubbl bath perfect gentl skin,1
1269,blast past child bubbl bath bring great joy still around love,0
1270,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1271,良い,0
1272,pareil quand jétai jeun,0
1273,相当なスキルを持った商品ですモチベーション上がりました,0
1274,love fact fragranc free doesnt dri skin,1
1275,gift,1
1276,time classic,1
1277,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1278,good valu product thought would produc bubbl,1
1279,work great love scentless use cap half make perfect amount bubbl,1
1280,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1281,month old love good bubbl bath perfect gentl skin,1
1282,blast past child bubbl bath bring great joy still around love,0
1283,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1284,良い,0
1285,pareil quand jétai jeun,0
1286,相当なスキルを持った商品ですモチベーション上がりました,0
1287,love fact fragranc free doesnt dri skin,1
1288,gift,1
1289,time classic,1
1290,mr bubbl realli help reduc dryness skin cold winter isnt child doesnt like bubbl softer skin recommend,1
1291,good valu product thought would produc bubbl,1
1292,work great love scentless use cap half make perfect amount bubbl,1
1293,kid love bubbl bath make lot bubbl tear free wish came larger size go pretti quickli order two four pack keep around,1
1294,month old love good bubbl bath perfect gentl skin,1
1295,blast past child bubbl bath bring great joy still around love,0
1296,nunca sent tan estafada con algo eso era espuma de baño e agua pura la peor compra que hice,0
1297,良い,0
1298,pareil quand jétai jeun,0
1299,相当なスキルを持った商品ですモチベーション上がりました,0
